﻿MORE_THAN_STRONG_FLAVOUR,Extremely {0},Чрезвычайно {0}
TorchOff_Bash_ActionName,Bash,Удар
Caves_WaterfallCaves_OnStatsChangeActions[0].ActionName,Create a Cave Exit  if it is missing,"Создать Выход из Пещеры, если он отсутствует"
GrovePine_DeerGrove_OnStatsChangeActions[2].ActionName,Create a Pond if it is missing,"Создать Пруд, если он отсутствует"
River_ClearingOak_RiverClearing__OnStatsChangeActions[2].ActionName,Create a River if it is missing,"Создать Реку, если она отсутствует"
Event_TreeTopBase_CardDescription,"You find yourself perched at the top of the tree, surrounded by a sweeping view of the landscape below.","Вы обнаруживаете себя на вершине дерева, окруженного захватывающим видом на ландшафт внизу."
Event_TreeTopSuroundings_CardDescription,<b>North:</b> Pine Forest\n<b>West:</b> Oak Forest\n<b>East:</b> River\n<b>South:</b> Wetlands\n,<b>Север:</b> Сосновый Лес\n<b>Запад:</b> Дубовый Лес\n<b>Восток:</b> Река\n<b>Юг:</b> Болотистая Местность\n
TreePineLargeqwe_DismantleActions[0].ActionName,Climb,Залезть
TreeWillowLargeqwe_DismantleActions[0].ActionName,Harvest,Собирать
WillowTwigs_CardName,Willow Twigs,Ивовые Ветки
WillowTwigs_CardDescription,Can be used for weaving.,Можно использовать для плетения.
WillowTwigs_SpecialDurability2.CardStatName,Quality,Качество
eTag_ShoesOuter_InGameName,Outer Shoes,Верхняя Обувь
GpTag_DryReedsOrWillowTwigs_TabName,Dry Reeds or Willow Twigs,Сухой Тростник или Ивовые Ветки
tag_ContainerLeaking_InGameName,Small Open Container,Маленький Открытый Контейнер
NewsEARelease23_PageTitle,Branch Merge and Patch Notes #21,Объединение Веток и Заметки о Патче #21
NewsEARelease23_Sections[0].Entries[0].Content,"Hello everyone! Hope you are all well.\n\nWe are uploading a bunch of bug fixes for the exploration update, here's a full list:\n\n<size=150%>Beta Branch: EA_0.26</size>\n\n- Fixed a bug with Wood cards collected before the update not giving any fuel (the old wood cards will fix themselves after 1 tick passes in the game).\n- Snow Shoes can now be worn while you have your regular shoes equiped.\n- Fixed a bug where the Waterskin would leak even when waterproofed, or sometimes generate liquid over time.\n- Updated Unfired Cooking Pot description to include the Oven.\n- Fixed a bug where the River card would disappear from the River Clearing location.\n- Fixed a bug where the new Pond and Old Sleeping Tree would not appear in saves from before the update.\n- Fixed a bug with wood and sticks being too heavy.\n- Fixed a bug with Birch Syrup showing a ""Birch Syrup is complete"" notification repeatedly.\n- The Waterfall changes should now also appear in saves from before the update.\n- The Floods should now properly stop after a day or so. The Water Level will go back to normal after a while.\n- Fixed a bug where the Travois' movement penalty would apply all the time after putting the Travois in your hand.\n- Added a temporary fix for when the Flood Damage event follows you into an area with no river (items will not get destroyed in this case).\n- Willow tree now drops normal leaves and willow twigs.\n- Heated Resin now correctly cools down into Cold Resin instead of Tar.\n- Updated the Quest to make Tar; it now requires firing a Pine Log Piece.\n- Updated texts and translations.\n\n\nAside from that, we are also updating the Main branch to version EA_0.24, with the following patch notes:\n\n<size=150%>Main branch: EA_0.24</size>\n\n- Performance improvements to cards that affect their inventory content (like Garden Plots, Stretching Frames and Tanning Pits).\n- Fixed a bug where stacks of card were not sorting properly by spoilage.\n- Fixed a bug that was causing the cellar preservation effect not to work.\n- Implemented a temporary fix for the bug that is causing River cards to disappear from some areas (this should fix old river-less saves too). :)\n- Fixed an exploit where putting something perishable in a storage pot and picking up and placing the pot repeatedly would make the content gain spoilage over time.\n- Fixed a bug that was causing body temperature to drop too fast at the threshold between freezing and extremely freezing temperatures.\n- Improved Perceived Temperature stat so that its effect on Body Temperature is more gradual.\n- You can no longer wash wounds with frozen rivers unless there's an open ice hole available.\n- Storage Pot now fully fills up with water when interacted with River or Ice Hole.\n- Players can now store Fat inside Clay Jars.\n- Fat can now be placed on and eaten from a clay Plate.\n- Bone Needles, Bone Hooks and Bonemeal can now be added to stews.\n- Oven no longer dries reeds and clothing if the temperature is not at least drying.\n- Snowmen can now be renamed.\n- Removed Health stat from soaking nettle stems.\n- Sturgeon, Trout and Pike can no longer be placed inside cooking stations such as Campfires and Ovens.\n- Fixed a bug where chasing animals after a fight didn't work properly (the trader fox bug!).\n- Fixed a bug where you could place planted crops from a garden into a hand basket.\n- Fixed a bug where the ""Delete Character"" button in the main menu didn't work.\n- ""Payload Too Large"" errors when sending bug reports should now be less common.\n- Fixed a bug with the digestion system. Eating calorie light foods such as soups and broths will now give proper amounts of calories.\n- Oaken Staff Blueprint now display a ""Not enough Insight"" message if you do not have enough insight to craft it.\n- Partridge Eggs can now be boiled. \n- Adding ingredients to brews now takes only 3 minutes.\n\n\nThat's it for today, see you in the next patch notes!","Всем привет! Надеюсь, у вас все хорошо.\n\nМы загружаем кучу исправлений ошибок для обновления исследования, вот полный список:\n\n<size=150%>Бета Ветка: EA_0.26</size>\n\n- Исправлена ошибка с картами Дерева, собранными до обновления, которые не давали топливо (старые карты дерева исправятся после прохождения 1 тика в игре).\n- Снегоступы теперь можно носить, когда у вас надета обычная обувь.\n- Исправлена ошибка, из-за которой Бурдюк протекал даже при водонепроницаемости или иногда генерировал жидкость со временем.\n- Обновлено описание Необожженного Горшка для Готовки, чтобы включить Печь.\n- Исправлена ошибка, из-за которой карта Реки исчезала из локации Очищение Реки.\n- Исправлена ошибка, из-за которой новый Пруд и Старое Спящее Дерево не появлялись в сохранениях до обновления.\n- Исправлена ошибка с деревом и палками, которые были слишком тяжелыми.\n- Исправлена ошибка с Березовым Сиропом, который показывал уведомление ""Березовый Сироп готов"" многократно.\n- Изменения Водопада теперь также должны появляться в сохранениях до обновления.\n- Наводнения теперь должны правильно прекращаться через день или около того. Уровень Воды вернется к норме через некоторое время.\n- Исправлена ошибка, из-за которой штраф за перемещение Травоя применялся все время после помещения Травоя в руку.\n- Добавлено временное исправление для случая, когда событие Ущерб от Наводнения следует за вами в область без реки (в этом случае предметы не будут уничтожены).\n- Ивовое дерево теперь сбрасывает обычные листья и ивовые ветки.\n- Нагретая Смола теперь правильно остывает в Холодную Смолу вместо Дегтя.\n- Обновлен Квест по созданию Дегтя; теперь требуется обжиг Куска Соснового Бревна.\n- Обновлены тексты и переводы.\n\n\nКроме того, мы также обновляем Основную ветку до версии EA_0.24, с следующими заметками о патче:\n\n<size=150%>Основная ветка: EA_0.24</size>\n\n- Улучшена производительность карт, которые влияют на содержимое их инвентаря (например, Садовые Участки, Растягивающие Рамы и Ямы для Дубления).\n- Исправлена ошибка, из-за которой стопки карт не сортировались правильно по порче.\n- Исправлена ошибка, из-за которой эффект сохранения в погребе не работал.\n- Реализовано временное исправление для ошибки, из-за которой карты Реки исчезали из некоторых областей (это также должно исправить старые сохранения без рек). :)\n- Исправлен эксплойт, при котором помещение чего-то скоропортящегося в горшок для хранения и повторное поднятие и размещение горшка заставляло содержимое портиться со временем.\n- Исправлена ошибка, из-за которой температура тела падала слишком быстро на границе между замерзанием и экстремальным замерзанием.\n- Улучшен показатель Воспринимаемой Температуры, чтобы его эффект на Температуру Тела был более постепенным.\n- Теперь нельзя промывать раны замерзшими реками, если нет открытой проруби.\n- Горшок для Хранения теперь полностью заполняется водой при взаимодействии с Рекой или Прорубью.\n- Теперь игроки могут хранить Жир внутри Глиняных Банок.\n- Жир теперь можно класть и есть с глиняной Тарелки.\n- Костяные Иглы, Костяные Крючки и Костная Мука теперь могут быть добавлены в рагу.\n- Печь больше не сушит тростник и одежду, если температура не достигает уровня сушки.\n- Снеговиков теперь можно переименовывать.\n- Убрано здоровье из стеблей крапивы, которые замачиваются.\n- Осетр, Форель и Щука больше не могут быть помещены в кулинарные станции, такие как Костры и Печи.\n- Исправлена ошибка, из-за которой преследование животных после боя не работало правильно (ошибка с торговцем лисицей!).\n- Исправлена ошибка, из-за которой можно было помещать посаженные культуры из сада в ручную корзину.\n- Исправлена ошибка, из-за которой кнопка ""Удалить Персонажа"" в главном меню не работала.\n- Ошибки ""Слишком Большой Пакет"" при отправке отчетов об ошибках теперь должны быть менее частыми.\n- Исправлена ошибка с системой пищеварения. Употребление низкокалорийной пищи, такой как супы и бульоны, теперь дает правильное количество калорий.\n- Чертеж Дубового Посоха теперь отображает сообщение ""Недостаточно Инсайта"", если у вас недостаточно инсайта для его создания.\n- Яйца Куропатки теперь можно варить.\n- Добавление ингредиентов в напитки теперь занимает всего 3 минуты.\n\n\nНа этом все на сегодня, увидимся в следующих заметках о патче!"
NewsEARelease24_PageTitle,Patch Notes #22,Заметки о Патче #22
NewsEARelease24_Sections[0].Entries[0].Content,"Patch Notes #22\n\n\nHello everyone!\n\nMore patch notes and more fixes!\n\n\n<size=150%>Version EA_0.27:</size>\n\n- Fixed the performance drop introduced in patch EA_0.26.\n- Fixed the bug which caused some Oaken Staff Spells to stop working.\n- Fixed a bug that caused the Pine areas to spawn a new small Pine tree every tick.\n- Bird Nest Event is now a lot less dangerous and the Eggs you get from it are now Bird Eggs instead of Partridge Eggs.\n- Pine Needles can now be used as a Fuel.\n- Birch Syrup, Wine and Sap no longer get spent fully when used for seasoning.\n- Chopping Log into Pieces now requires the proper amount of Stamina.\n- Implemented a fix that will remove all Small Pine Trees that have accumulated due to a bug.\n- Added Willow Trees to Flooded grove.\n- Willow and Birch Trees now drop their proper twigs.\n- Dried Nettle Leaves now lose quality at a much slower rate.\n- Clear action button no longer disappears on low stamina.\n- It is no longer possible to add Fat to Fat.\n- Wind Affinity is now visible in the Spiritual tab.\n- Waterskin no longer increases the amount of Spirit Tea inside it.\n- Birch Syrup and Birch Wine now properly cool down after being removed from the Fire.\n- Birch Syrup, Wine and Sap no longer gain alcohol content when heated up. \n- Corrected some texts.\n- Freshly discovered locations should now have all the trees in place already and Tree durability at 100%.\n- Fixed a bug where Encumbrance would sometimes be inconsistent with how it increased travel time.\n- Clear actions in Sloped grove and Rocky grove clear actions should again drop stones and heavy stones.\n- Baskets and items inside them are now safe from floods.\n- Fixed a bug that was causing the contents of Mud Huts and other structures built in river areas to be protected from floods.\n\n\nThat's all for now.\nSee you on the next one!","Заметки о Патче #22\n\n\nВсем привет!\n\nЕще заметки о патче и еще исправления!\n\n\n<size=150%>Версия EA_0.27:</size>\n\n- Исправлено падение производительности, введенное в патче EA_0.26.\n- Исправлена ошибка, из-за которой некоторые Заклинания Дубового Посоха переставали работать.\n- Исправлена ошибка, из-за которой в Сосновых областях появлялось новое маленькое Сосновое дерево каждый тик.\n- Событие Птичье Гнездо теперь намного менее опасно, и Яйца, которые вы получаете из него, теперь Птичьи Яйца вместо Яиц Куропатки.\n- Сосновые Иглы теперь можно использовать как Топливо.\n- Березовый Сироп, Вино и Сок больше не расходуются полностью при использовании для приправы.\n- Разрубка Бревна на Части теперь требует правильного количества Выносливости.\n- Реализовано исправление, которое удалит все Маленькие Сосновые Деревья, накопившиеся из-за ошибки.\n- Добавлены Ивовые Деревья в Затопленную рощу.\n- Ивовые и Березовые Деревья теперь сбрасывают свои правильные ветки.\n- Сушеные Листья Крапивы теперь теряют качество значительно медленнее.\n- Кнопка действия Очистить больше не исчезает при низкой выносливости.\n- Больше нельзя добавлять Жир к Жиру.\n- Ветроустойчивость теперь видна на вкладке Духовность.\n- Бурдюк больше не увеличивает количество Духовного Чая внутри него.\n- Березовый Сироп и Березовое Вино теперь правильно остывают после удаления с Огня.\n- Березовый Сироп, Вино и Сок больше не набирают алкогольное содержание при нагревании.\n- Исправлены некоторые тексты.\n- Свежие обнаруженные локации теперь должны иметь все деревья на месте уже и Прочность Дерева на 100%.\n- Исправлена ошибка, из-за которой Перегрузка иногда была непоследовательной с тем, как она увеличивала время путешествия.\n- Действия Очистки в Наклонной роще и Каменистой роще должны снова сбрасывать камни и тяжелые камни.\n- Корзины и предметы внутри них теперь защищены от наводнений.\n- Исправлена ошибка, из-за которой содержимое Глиняных Хижин и других построек в речных областях было защищено от наводнений.\n\n\nНа этом пока все.\nУвидимся в следующем!"
NewsEARelease25_PageTitle,Patch Notes #23,Заметки о Патче #23
NewsEARelease25_Sections[0].Entries[0].Content,Hello everyone!\n\nPatch Notes again!\n\n<size=150%>Version EA_0.28:</size>\n\n- Fixed more of the trader animals bugs!\n- Fixed a bug where skipping the tutorial would not unlock the tutorial blueprints.\n- Shirt cloth and loom now have the same research requirements.\n- Frogs no longer count as fish.\n- Pine Needles can now be used as bedding material.\n- You can no longer enter the waterfall cave by going north.\n- Removed willows that were growing in incorrect locations.\n- Cellars can now be built in the secret grove.\n- Added art for the tree climbing event.\n\nThat's all for now. \nSee you next time!,"Всем привет!\n\nСнова Заметки о Патче!\n\n<size=150%>Версия EA_0.28:</size>\n\n- Исправлено больше ошибок с торговыми животными!\n- Исправлена ошибка, из-за которой пропуск обучения не разблокировал чертежи обучения.\n- Ткань для рубашек и ткацкий станок теперь имеют одинаковые требования к исследованию.\n- Лягушки больше не считаются рыбой.\n- Сосновые Иглы теперь можно использовать как материал для постели.\n- Больше нельзя войти в пещеру водопада, идя на север.\n- Удалены ивы, которые росли в неправильных местах.\n- Погреба теперь можно строить в секретной роще.\n- Добавлено искусство для события лазания по дереву.\n\nНа этом пока все. \nУвидимся в следующий раз!"
NewsEARelease26_PageTitle,Tallow Crafts and Patch Notes #24,Изделия из Сала и Заметки о Патче #24
Bp_Candles_CardName,Candle,Свеча
Bp_Candles_CardDescription,A long lasting portable source of light.,Долговечный портативный источник света.
Bp_Candles_UnlockConditionsDesc,Torch Needed,Нужен Факел
Bp_HealingSalve_CardName,Healing Salve,Лечебная Мазь
Bp_HealingSalve_CardDescription,Can be applied to wounds to increase their healing properties.,Можно наносить на раны для увеличения их лечебных свойств.
Bp_HealingSalve_UnlockConditionsDesc,Healing Ointment Needed,Нужна Лечебная Мазь
Bp_Soap_CardName,Soap,Мыло
Bp_Soap_CardDescription,Perfect for keeping me and my wounds clean.,Идеально для поддержания чистоты меня и моих ран.
Bp_Soap_UnlockConditionsDesc,Lye Needed,Нужна Щелочь
Bp_SoothingSalve_CardName,Soothing Salve,Успокаивающая Мазь
Bp_SoothingSalve_CardDescription,"Alleviates inflamation, rashes and burns. Numbs pain and is ideal for treating foot and hand damage.","Снимает воспаление, сыпь и ожоги. Уменьшает боль и идеально подходит для лечения повреждений ног и рук."
Bp_SoothingSalve_UnlockConditionsDesc,Soothing Ointment Needed,Нужна Успокаивающая Мазь
GroveOak_MossyGrove_OnStatsChangeActions[2].ActionName,Create Willow Tree,Создать Ивовое Дерево
GrovePine_WindGrove_OnStatsChangeActions[0].ActionName,Create Small Pine Tree,Создать Маленькое Сосновое Дерево
River_GroveOak_FloodedGrove_OnStatsChangeActions[3].ActionName,Create Willow Tree,Создать Ивовое Дерево
Path_GreenfallsFromWaterfallCave_DismantleActions[1].ActionName,Take a Shower,Принять Душ
Event_BirdNestQWE_CardDescription,You see a bird nest up in the trees.,Вы видите птичье гнездо на деревьях.
Event_WaterfallCave_CardDescription,You notice there's a cave hidden behind the waterfall.,"Вы замечаете, что за водопадом скрыта пещера."
TreeSmallPineQWE_CardName,Small Pine Tree,Маленькое Сосновое Дерево
TreeSmallPineQWE_CardDescription,"A small tree, could cut it down to get a long stick.","Маленькое дерево, можно срубить, чтобы получить длинную палку."
TreeSmallPineQWE_CardInteractions[0].ActionName,Cut Tree,Срубить Дерево
EggBirdRaw_CardName,Bird Egg,Птичье Яйцо
EggBirdRaw_CardDescription,Edible and nutritious.,Съедобное и питательное.
EggBirdRaw_SpecialDurability1.CardStatName,Cook,Готовить
EggBirdRaw_SpecialDurability2.CardStatName,Quality,Качество
EggBirdRaw_SpecialDurability4.CardStatName,Boil,Варить
EggBirdRaw_DismantleActions[0].ActionName,Eat,Есть
EggBirdBoiled_CardName,Boiled Bird Egg,Вареное Птичье Яйцо
EggBirdBoiled_CardDescription,A tasty egg.,Вкусное яйцо.
EggBirdBoiled_FuelCapacity.CardStatName,Temperature,Температура
EggBirdBoiled_SpecialDurability1.CardStatName,Burned,Сгорел
EggBirdBoiled_SpecialDurability2.CardStatName,Quality,Качество
EggBirdBoiled_DismantleActions[0].ActionName,Eat,Съесть
EggBirdCooked_CardName,Roasted Bird Egg,Жареное Яйцо Птицы
EggBirdCooked_CardDescription,A tasty egg.,Вкусное яйцо.
EggBirdCooked_FuelCapacity.CardStatName,Temperature,Температура
EggBirdCooked_SpecialDurability1.CardStatName,Burned,Сгорел
EggBirdCooked_SpecialDurability2.CardStatName,Quality,Качество
EggBirdCooked_SpecialDurability4.CardStatName,Boil,Кипятить
EggBirdCooked_DismantleActions[0].ActionName,Eat,Съесть
HealingSalve_CardName,Healing Salve,Лечебная Мазь
HealingSalve_CardDescription,Can be applied to wounds to increase their healing properties.,Можно наносить на раны для увеличения их лечебных свойств.
HealingSalve_SpecialDurability2.CardStatName,Quality,Качество
HealingSalve_CardInteractions[0].ActionName,Apply to Wound,Нанести на Рану
SoapDry_CardName,Soap,Мыло
SoapDry_CardDescription,"I could clean myself with it, just missing some water.","Я мог бы помыться с ним, только не хватает воды."
Soap_AlternateNames[0].Name,Wet Soap,Мокрое Мыло
Soap_FuelCapacity.CardStatName,Wetness,Влажность
Soap_CardInteractions[0].ActionName,Disinfect,Дезинфицировать
SoapDry_CardInteractions[0].ActionName,Wet,Мокрый
Soap_DismantleActions[0].ActionName,Wash yourself,Помыться
SoothingSalve_CardName,Soothing Salve,Успокаивающая Мазь
SoothingSalve_CardDescription,"Alleviates inflamation, rashes and burns. Numbs pain and is ideal for treating foot and hand damage.","Снимает воспаление, сыпь и ожоги. Обезболивает и идеально подходит для лечения повреждений ног и рук."
SoothingSalve_SpecialDurability2.CardStatName,Quality,Качество
SoothingSalve_CardInteractions[0].ActionName,Apply to Wound,Нанести на Рану
SoothingSalve_DismantleActions[0].ActionName,Apply,Нанести
CandleOff_CardName,Candle,Свеча
CandleOff_CardDescription,A portable source of light.,Переносной источник света.
CandleOff_FuelCapacity.OnZero.ActionDescription,Candle Finished,Свеча Закончилась
CandleOff_CardInteractions[0].ActionName,Light,Свет
CandleOn_CardName,Candle,Свеча
CandleOn_CardDescription,A portable source of light.,Переносной источник света.
CandleOn_FuelCapacity.OnZero.ActionDescription,Candle Finished,Свеча Закончилась
CandleOn_DismantleActions[0].ActionName,Extinguish,Потушить
LQ_AshWater_FuelCapacity.CardStatName,Liquid Temperature,Температура Жидкости
LQ_AshWater_Progress.CardStatName,Boil,Кипятить
LQ_AshWater_Progress.OnFull.ActionDescription,Lye is Complete,Щелок Готов
LQ_Snow_FuelCapacity.CardStatName,Temperature,Температура
LQ_Snow_FuelCapacity.OnFull.ActionDescription,Snow Melted,Снег Растаял
LQ_Soap_CardName,Soap,Мыло
LQ_Soap_DismantleActions[0].ActionName,Take Out,Достать
LQ_SoapMix_CardName,Soapy Mixture,Мыльная Смесь
LQ_SoapMix_CardDescription,Should boil it to make soap.,"Следует вскипятить, чтобы сделать мыло."
LQ_SoapyMixture_SpecialDurability4.CardStatName,Boil,Кипятить
LQ_SoapyMixture_SpecialDurability4.OnFull.ActionDescription,Soap Complete,Мыло Готово
Fireplace_CookingRecipes[6].ActionName,Fires Low,Огонь Низкий
Fireplace_CookingRecipes[7].ActionName,Heats up and Boils Liquids,Нагревает и Кипятит Жидкости
Kiln_CookingRecipes[14].ActionName,Heats up and Boils Liquids,Нагревает и Кипятит Жидкости
KilnExtinguished_CookingRecipes[14].ActionName,Heats up and Boils Liquids,Нагревает и Кипятит Жидкости
Oven_CookingRecipes[0].ActionName,Firing Temp: Fires Medium (Cooking Pot etc...),Температура Обжига: Огонь Средний (Кастрюля и т.д...)
Oven_CookingRecipes[1].ActionName,Firing Temp: Fast Burn Charables,Температура Обжига: Быстрое Сжигание Горючих Материалов
Oven_CookingRecipes[2].ActionName,Cooking Temp: Slowly Overcook (Burn) and Reduce Quality ( Cooked etc. ) and Dry,Температура Готовки: Медленно Переготовить (Сжечь) и Снизить Качество (Приготовлено и т.д.) и Высушить
Oven_CookingRecipes[3].ActionName,"Cooking Temp: Cook ( Fresh, Raw, etc. ) and Dry","Температура Готовки: Готовить (Свежие, Сырые и т.д.) и Высушить"
Smokehouse_CardInteractions[6].ActionName,Feed Leaves,Покормить Листьями
SmokehouseExtinguished_CardInteractions[4].ActionName,Feed Leaves,Покормить Листьями
TallowCrafts_Completed_ObjectiveDescription,Tallow Crafts,Изделия из Жира
TallowCrafts_Completed_OnCompleteActions[0].ActionName,Completed,Завершено
TallowCrafts_Completed_Event_CardName,Tallow Crafts Complete,Изделия из Жира Завершены
TallowCrafts_Completed_Event_CardDescription,Blueprints and Tasks Available,Доступны Чертежи и Задачи
TallowCrafts_Completed_Event_DismantleActions[0].ActionName,Continue,Продолжить
TallowCrafts_DisplayConditions_OnCompleteActions[0].ActionName,Completed,Завершено
TallowCrafts_Main_QuestTitle,Tallow Crafts,Изделия из Жира
TallowCrafts_Obj1_MakeSoap_ObjectiveDescription,Make Soap,Сделать Мыло
TallowCrafts_Obj2_MakeAHealingSalve_ObjectiveDescription,Make a Healing Salve,Сделать Лечебную Мазь
TallowCrafts_Obj3_CraftSomeTallowCandles_ObjectiveDescription,Craft some Tallow Candles,Сделать Несколько Свечей из Жира
TallowCrafts_Sub1_MakeSoap_QuestTitle,Make Soap,Сделать Мыло
TallowCrafts_Sub2_MakeAHealingSalve_QuestTitle,Make a Healing Salve,Сделать Лечебную Мазь
TallowCrafts_Sub3_CraftSomeTallowCandles_QuestTitle,Craft some Tallow Candles,Сделать Несколько Свечей из Жира
SoothingCreamApplied_TooMuchText,Ointment already applied,Мазь уже нанесена
GpTag_AnelgesicPowder_TabName,Anelgesic Powder,Обезболивающий Порошок
NewsEARelease27_PageTitle,Patch Notes #25 and Branch Merge,Заметки к Обновлению №25 и Слияние Веток
Bp_OakenStaff_CardDescription,A wooden implement to help with the casting of spells.,Деревянный инструмент для помощи в колдовстве.
BowShoot_ActionName,Shoot,Стрелять
Twigs_SpecialDurability4.CardStatName,ID,ID
OakenStaff_CardDescription,A wooden implement to help with the casting of spells.,Деревянный инструмент для помощи в колдовстве.
Arrow_Flintqwr_SpecialDurability2.CardStatName,Quality,Качество
Arrow_Flintqwr_SpecialDurability4.CardStatName,ID,ID
Arrow_Flintqwr_OnStatsChangeActions[0].ActionName,Adjust Quality - Oak ( ID = 1  ),Регулировка Качества - Дуб (ID = 1)
Arrow_Flintqwr_OnStatsChangeActions[1].ActionName,Adjust Quality - Pine ( ID = 2  ),Регулировка Качества - Сосна (ID = 2)
Arrow_Flintqwr_OnStatsChangeActions[2].ActionName,Adjust Quality - Birch ( ID = 3  ),Регулировка Качества - Береза (ID = 3)
Arrow_Flintqwr_OnStatsChangeActions[3].ActionName,Adjust Quality - Willow ( ID = 4  ),Регулировка Качества - Ива (ID = 4)
SimpleArrowqwr_SpecialDurability2.CardStatName,Quality,Качество
SimpleArrowqwr_SpecialDurability4.CardStatName,ID,ID
SimpleArrowqwr_OnStatsChangeActions[0].ActionName,Adjust Quality - Oak ( ID = 1  ),Регулировка Качества - Дуб (ID = 1)
SimpleArrowqwr_OnStatsChangeActions[1].ActionName,Adjust Quality - Pine ( ID = 2  ),Регулировка Качества - Сосна (ID = 2)
SimpleArrowqwr_OnStatsChangeActions[2].ActionName,Adjust Quality - Birch ( ID = 3  ),Регулировка Качества - Береза (ID = 3)
SimpleArrowqwr_OnStatsChangeActions[3].ActionName,Adjust Quality - Willow ( ID = 4  ),Регулировка Качества - Ива (ID = 4)
SimpleBowqwr_SpecialDurability2.CardStatName,Quality,Качество
SimpleBowqwr_SpecialDurability4.CardStatName,ID,ID
BasicArchery_Completed_ObjectiveDescription,Basic Archery,Основы Стрельбы из Лука
BasicArchery_Completed_OnCompleteActions[0].ActionName,Completed,Завершено
BasicArchery_Completed_Event_CardName,Basic Archery Complete,Основы Стрельбы из Лука Завершены
BasicArchery_Completed_Event_CardDescription,Blueprints and Tasks Available,Доступны Чертежи и Задачи
BasicArchery_Completed_Event_DismantleActions[0].ActionName,Continue,Продолжить
BasicArchery_DisplayConditions_OnCompleteActions[0].ActionName,Completed,Завершено
BasicArchery_Main_QuestTitle,Basic Archery,Основы Стрельбы из Лука
BasicArchery_Obj1_CraftaSimpleArrow_ObjectiveDescription,Craft a Simple Arrow,Сделать Простую Стрелу
BasicArchery_Obj2_CraftaBow_ObjectiveDescription,Craft a Bow,Сделать Лук
BasicArchery_Sub1_CraftaSimpleArrow_QuestTitle,Craft a Simple Arrow,Сделать Простую Стрелу
BasicArchery_Sub2_CraftaBow_QuestTitle,Craft a Bow,Сделать Лук
IntermediateHunting_Obj2_CraftATravois_ObjectiveDescription,Craft a Travois,Сделать Травуа
IntermediateHunting_Sub2_CraftATravois_QuestTitle,Craft a Travois,Сделать Травуа
SoothingPasteApplied_Statuses[1].GameName,Strong Soothing Effect,Сильный Успокаивающий Эффект
GpTag_Straw_TabName,Straw,Солома
NewsEARelease28_PageTitle,"Bows, Arrows and Patch Notes #26","Луки, Стрелы и Заметки о Патче #26"
NewsEARelease29_PageTitle,Balance Pass and Patch Notes #27,Балансировка и Заметки о Патче #27
NewsEARelease30_PageTitle,Weapon Coating and Patch Notes #28,Покрытие для Оружия и Заметки о Патче #28
Bp_TranquilizerCoating_CardName,Tranquilizer Coating,Успокаивающее Покрытие
Bp_TranquilizerCoating_CardDescription,Sedative that can be applied to pointy weapons.,"Седативное средство, которое можно нанести на острые оружия."
Bp_TranquilizerCoating_UnlockConditionsDesc,Salve Needed,Нужна Мазь
Bp_WolfsbaneCoating_CardName,Wolfsbane Coating,Покрытие из Волчьей Ягоды
Bp_WolfsbaneCoating_CardDescription,Poisonous coating that can be applied to pointy weapons.,"Ядовитое покрытие, которое можно нанести на острые оружия."
Bp_WolfsbaneCoating_UnlockConditionsDesc,Salve Needed,Нужна Мазь
AppleweedPlantedDormant_SpecialDurability2.OnFull.ActionDescription,Appleweed recovered!,Яблочная Трава восстановлена!
BillberriesPlantedDormant_SpecialDurability2.OnFull.ActionDescription,Billberries recovered!,Черника восстановлена!
FairyWeedPlantedDormant_SpecialDurability2.OnFull.ActionDescription,Fairyweed recovered!,Фейритрава восстановлена!
FirerootPlantedDormant_SpecialDurability2.OnFull.ActionDescription,Fireroot recovered!,Огнекорень восстановлен!
ForestCapsPlantedDormant_SpecialDurability2.OnFull.ActionDescription,Forest Caps recovered!,Лесные Шляпки восстановлены!
FrostleafPlantedDormant_SpecialDurability2.OnFull.ActionDescription,Frostleaf recovered!,Хладолист восстановлен!
NettleStemsPlantedDormant_SpecialDurability2.OnFull.ActionDescription,Nettle Stems recovered!,Стебли Крапивы восстановлены!
PeasPlantedDormant_SpecialDurability2.OnFull.ActionDescription,Peas recovered!,Горох восстановлен!
RyePlantedDormant_SpecialDurability2.OnFull.ActionDescription,Rye recovered!,Рожь восстановлена!
SpiritMushroomsPlantedDormant_SpecialDurability2.OnFull.ActionDescription,Spirit Mushrooms recovered!,Духовные Грибы восстановлены!
SpringberriesPlantedDormant_SpecialDurability2.OnZero.ActionDescription,Springberries recovered!,Весенние Ягоды восстановлены!
TurnrootPlantedDormant_SpecialDurability2.OnFull.ActionDescription,Turnroot recovered!,Репа восстановлена!
WildGarlicPlantedDormant_SpecialDurability2.OnFull.ActionDescription,Wild Garlic recovered!,Дикий Чеснок восстановлен!
WolfsbanePlantedDormant_CardName,Dormant Wolfsbane,Спящая Волчья Ягода
WolfsbanePlantedDormant_CardDescription,"Found in shady riverbanks; needs medium acidity, medium to high nutrients, and medium to high hydration.\n\nWill grow when conditions are right.","Найдено на тенистых берегах рек; требует среднюю кислотность, среднее до высокого содержание питательных веществ и среднюю до высокой влажность.\n\nБудет расти, когда условия будут подходящими."
