MORE_THAN_STRONG_FLAVOUR,Extremely {0},Чрезвычайно {0}
THANKS_FAMILIES,"Our Families\n<size=75%>For their trust, patience & love.</size>","Наши семьи\n<size=75%>За их доверие, терпение и любовь.</size>"
DELETE_PORTRAIT_CONFIRM,Delete custom portrait?,Удалить пользовательский портрет?
ENTER_BIO,Enter Character Bio,Введите биографию
PLAY,Play,Играть
CHARACTERS,CHARACTERS,ПЕРСОНАЖИ
BOUGHT,Purchased,Куплено
MOONS_TITLE,Moons,Луны
MOONS_DESC,You earn one moon per 30 days of survival,Вы зарабатываете одну луну за каждые 30 дней выживания
SAFETY_MODE_TITLE,Safety Mode,Режим безопасности
SAFETY_MODE_DESC,Allows you to restart the day from the menu or when you die.,Позволяет перезапустить день из меню или при смерти.
SUNS_TITLE,Suns,Солнца
SUNS_DESC,You earn one sun per day of survival,Вы зарабатываете одно солнце за каждый день выживания
CANCEL_ACTION,CANCEL,ОТМЕНА
NO_BLUEPRINT_AVAILABLE,Explore and find items to unlock blueprints,"Исследуйте и находите предметы, чтобы разблокировать чертежи"
BLUEPRINT_MODELS,BLUEPRINTS,ЧЕРТЕЖИ
LOAD_CHECKPOINT,Load Checkpoint,Загрузить чекпоинт
OPTIONS,Options,Опции
LOAD_CUSTOM_CHECKPOINT,Load,Загрузить
SAVE_CUSTOM_CHECKPOINT,Save,Сохранить
REPORT_A_BUG_BUTTON,REPORT A BUG (F2),СООБЩИТЬ ОБ ОШИБКЕ (F2)
SAVE_AND_QUIT,Save and Quit,Сохранить и выйти
CHECKPOINT_CONFIRM,Restart from the start of this day?,Перезапустить с начала этого дня?
MENU,MENU,МЕНЮ
QUIT_CONFIRM,Save and quit to main menu?,Сохранить и выйти в главное меню?
HOLD_SWAP,<b>Hold top/bottom</b> of cards to move stacks.,"<b>Удерживайте верх/низ</b> карт, чтобы перемещать стопки."
RIGHT_CLICK,<b>Right click</b> to swap between hand and base row.,"<b>Щелкните правой кнопкой</b>, чтобы переключаться между рукой и базовым рядом."
CLOSE,Close,Закрыть
PINS_HELP,<b>Pin</b> cards to save their position.,"<b>Закрепить</b> карты, чтобы сохранить их положение."
DRAG_AND_HOLD,<b>Drag and hold</b> \nto move stacks.,<b>Перетащите и удерживайте</b> \nдля перемещения стопок.
ARROWS_HELP,"<b>Tap on arrows</b> to scroll faster, <b>hold</b> to reach the end.","<b>Нажмите на стрелки</b>, чтобы прокручивать быстрее, <b>удерживайте</b>, чтобы дойти до конца."
STACKS_HELP,Click this icon to <b>toggle stacks</b>.,"Нажмите на этот значок, чтобы <b>переключить стеки</b>."
PREV,PREVIOUS,ПРЕДЫДУЩИЙ
BOOKMARK_HELP,<b>Bookmark</b> cards to find them faster and jump to different sections of your rows.,"<b>Добавьте в закладки</b> карточки, чтобы находить их быстрее и переходить к различным разделам ваших рядов."
DONT_SHOW_STARTUP,Don't show this on start up.,Не показывать это при запуске.
FILTERS_HELP,Use <b>filters</b> to hide irrelevant cards.,"Используйте <b>фильтры</b>, чтобы скрыть неактуальные карточки."
LOCATION_ROW_HELP,<b>Location Row</b>\n<size=80%>Static landmarks and structures.</size>,<b>Ряд местоположения</b>\n<size=80%>Статические ориентиры и структуры.</size>
LOCATION_CARD,"Current Location\n<b>(Forage, Clear, Travel)</b>","Текущее местоположение\n<b>(Собирать, Очищать, Путешествовать)</b>"
HIGH_PRIO_STATUSES,High priority statuses,Статусы высокого приоритета
HAND_ROW_HELP,<b>Hand Row</b>\n<size=80%>Items you are carrying.\nThey come with you when you travel and affect your encumbrance.</size>,"<b>Ряд руки</b>\n<size=80%>Предметы, которые вы несете.\nОни идут с вами, когда вы путешествуете, и влияют на вашу нагрузку.</size>"
ORGANISE_ROWS,"<size=125%><b>Organise your rows</b></size>\nGroup your cards together by use, <b>pin</b> them and <b>bookmark</b> one of them to quickly reach that section later.","<size=125%><b>Организуйте свои ряды</b></size>\nГруппируйте свои карточки по использованию, <b>закрепляйте</b> их и <b>добавляйте в закладки</b> одну из них, чтобы быстро добраться до этого раздела позже."
STATUS_INFO_CLICK,Click on a status for more <b>information</b> and special actions,Нажмите на статус для получения <b>информации</b> и специальных действий
BASE_ROW_HELP,<b>Base Row</b>\n<size=80%>Items laying around in the current location. They stay if you travel.,"<b>Базовый ряд</b>\n<size=80%>Предметы, лежащие вокруг в текущем местоположении. Они остаются, если вы путешествуете."
ENCUMBRANCE_AND_CHARACTER,"Encumbrance and Character screen\n<b>(Equipment, Wounds, Abilities)</b>","Экран нагрузки и персонажа\n<b>(Экипировка, Раны, Способности)</b>"
WEATHER_AND_TEMPERATURE,Weather and Temperature,Погода и температура
SEASON_AND_TIME,"Clock and Resting\n<b>(Rest, Relax, Nap, Sleep)</b>","Часы и отдых\n<b>(Передышка, Расслабление, Дремота, Сон)</b>"
BUG_REPORT_EMAIL,Your Email (Optional),Ваш Email (необязательно)
BUG_REPORT_DISCORD,Your Discord tag (Optional),Ваш тег Discord (необязательно)
BUG_REPORT_TITLE,Bug Title*,Название ошибки*
BUG_REPORT_SEND,Send,Отправить
BUG_REPORT_DESCRIBE,Describe what happened*,"Опишите, что произошло*"
BUG_REPORT,BUG REPORT,ОТЧЕТ ОБ ОШИБКЕ
PREPARING_BUG_REPORT,Preparing bug report...,Подготовка отчета об ошибке...
SENDING_BUG_REPORT,Sending bug report...,Отправка отчета об ошибке...
BUG_REPORT_FAILURE,Failed to send bug report...,Не удалось отправить отчет об ошибке...
BUG_REPORT_SUCCESS,Bug report sent! \nThank you!,Отчет об ошибке отправлен! \nСпасибо!
ACCEPT_TRADE,Accept Trade,Принять обмен
QUIT_TRADING,Cancel Trade,Отменить обмен
QUESTS_JOURNAL,QUESTS,КВЕСТЫ
STATS_TITLE,STATS,СТАТИСТИКА
OK,Ok,Ок
THROW_ONE_AWAY,Throw 1 away,Выбросить 1
THROW_ALL_AWAY,Throw \nall away,Выбросить \nвсе
AUTOFILL,AUTO-FILL,АВТО
PLEASE_CLEAR_PROJECT,Please clear current project first.,"Пожалуйста, сначала очистите текущий проект."
TRADE,Trade,Обмен
RENAME_CARD,Rename Card,Переименовать карточку
THROW_AWAY,Throw away,Выбросить
TAKE_OUT_ITEMS,Take out all items,Достать Предметы
TAKE_OUT,Take,Взять
CONFIRM_CAPS,CONFIRM,ПОДТВЕРДИТЬ
BLUEPRINT_RESEARCHED_TITLE,BLUEPRINT RESEARCHED,ЧЕРТЕЖ ИССЛЕДОВАН
BLUEPRINT_RESEARCHED_DESC,I discovered a new Blueprint!,У меня новая идея!
PERK_UNLOCKED,PERK UNLOCKED!,ЧЕРТА РАЗБЛОКИРОВАНА!
WEATHER_INDICATOR,Weather:,Погода:
BUY,Buy,Купить
START,Start,Начать
COMPLETE,Complete,Готово
DRAG_TO_BUILD,(Drag here to build),"(Перетащите сюда, чтобы использовать)"
STAT_DETAILS_STATUS,Status:,Статус:
PERK_INSTRUCTIONS,Use Perks to create new playable characters!,Используйте Черты для создания новых игровых персонажей!
FULL_GAME_FEATURES,"All Characters + Character Creator\nAll Island Environments, Animals, Crops and Blueprints","Все персонажи + Создатель персонажей\nВсе островные окружения, животные, культуры и чертежи"
SAVING_ERROR_TEXT,"It seems there was an error while attempting to write the save file for the game. \n\nUnfortunately this means your current game can't be saved. If you have opened your save file in another program this could be the cause for the error, close that program and try saving again.\n\nIf this is not the case and this message keeps appearing, please notify us in the Steam forums and send us your Player.log file at winterspringgames@gmail.com. Our apologies for the inconvenience.\n\nIn the meantime, what would you like to do?","Кажется, произошла ошибка при попытке записать файл сохранения для игры. \n\nК сожалению, это означает, что ваша текущая игра не может быть сохранена. Если вы открыли файл сохранения в другой программе, это могло стать причиной ошибки, закройте эту программу и попробуйте сохранить снова.\n\nЕсли это не так и это сообщение продолжает появляться, пожалуйста, сообщите нам на форумах Steam и отправьте нам ваш файл Player.log на winterspringgames@gmail.com. Приносим извинения за неудобства.\n\nТем временем, что бы вы хотели сделать?"
FOR_THE_FULL_EXPERIENCE,For the full experience click on the image below:,Для полного опыта нажмите на изображение ниже:
GO_TO_MENU,Go to menu,Перейти в меню
STATS,Stats,Статистика
DIARY,Diary,Дневник
SKILLS,Skills,Навыки
JOURNAL,Journal,Журнал
BLUEPRINTS,Blueprints,Чертежи
WAITING_OPTIONS,Waiting Options,Опции ожидания
ITEMS_LOST,Some items were lost,Некоторые предметы были потеряны
FantasySet_SetName,Stylized,Стилизованный
FantasySet_GoudyMed_SetName,Goudy Medieval,Гауди Средневековый
FantasySet_GoudyMixed_SetName,Fantasy,Фэнтези
FantasySet_GoudyThirty_SetName,Goudy Thirty,Гауди Тридцать
LegacySet_SetName,Accessible,Доступный
TypewriterSet_SetName,Stylized,Стилизованный
Heavy_CategoryName,Heavy,Тяжелый
Light_CategoryName,Light,Легкий
Medium_CategoryName,Medium,Средний
TraderIntro_Intro_Line,The man seems surprised to see you.,"Мужчина кажется удивленным, увидев вас."
TraderIntro_Intro_PossibleAnswers[0].Answer,Approach cautiously,Подойти осторожно
TraderIntro_Intro_PossibleAnswers[1].Answer,Leave the man alone,Оставить мужчину в покое
TraderTalk_Intro_Line,The man smiles at you.,Мужчина улыбается вам.
TraderTalk_Intro_PossibleAnswers[0].Answer,Let's trade,Давайте торговать
TraderTalk_Intro_PossibleAnswers[1].Answer,Say goodbye and leave,Попрощаться и уйти
TraderTalk_Intro_PossibleAnswers[2].Answer,Ask specific questions,Задать конкретные вопросы
TraderTalk_Intro_PossibleAnswers[3].Answer,Make a request,Сделать запрос
TraderTalk_Trading Interests_Line,"He's interested in leather, pelts and fairyweed.\nUsually brings rye, vegetables, salt and some meat.","Его интересуют кожа, шкуры и фейритрава.\nОбычно приносит рожь, овощи, соль и немного мяса."
TraderTalk_Trader from the West_Line,He says he's a trader from a town far to the west. He crosses through the forest every year during spring and autumn.,"Он говорит, что он торговец из города далеко на западе. Он пересекает лес каждую весну и осень."
TraderTalk_Happy to Trade_Line,He seems happy to trade.,Он кажется довольным торговать.
TraderTalk_Bring Knife_Line,He says he will try to find a good knife and bring it on his next visit.,"Он говорит, что постарается найти хороший нож и привезти его в следующий раз."
TraderTalk_Questions Hub_Line,The trader listens attentively.,Торговец внимательно слушает.
TraderTalk_Questions Hub_PossibleAnswers[0].Answer,Ask about him,Спросить о нем
TraderTalk_Questions Hub_PossibleAnswers[1].Answer,Ask about trading interests,Спросить о торговых интересах
